,Shape,Price,Carat,Cut,Color,Clarity,Polish,Symmetry,Depth,Table,L/W
20368,Round,11314,1.57,Ideal,E,SI2,Excellent,Excellent,62.9,57,1
20369,Round,11313,1.01,Ideal,D,VVS1,Excellent,Excellent,62.0,58,1
20370,Cushion,11313,1.51,Very Good,E,VVS1,Excellent,Excellent,68.6,61,1.15
20371,Round,11313,1.4,Ideal,E,SI1,Excellent,Excellent,59.2,59,1
20372,Round,11311,1.3,Ideal,G,VVS1,Excellent,Excellent,61.6,60,1
20373,Round,11310,2.03,Very Good,I,SI2,Excellent,Very Good,63.9,57,1.01
20374,Round,11310,1.0,Ideal,E,IF,Excellent,Excellent,62.1,58,1.01
20375,Round,11308,1.02,Ideal,D,VS1,Very Good,Very Good,62.2,57,1.01
20376,Round,11308,1.02,Ideal,D,VS1,Excellent,Excellent,61.0,56,1
20377,Cushion,11308,1.51,Very Good,F,VS2,Excellent,Excellent,68.7,64,1.05
20378,Round,11308,1.21,Ideal,D,VS1,Excellent,Excellent,60.5,61,1
20379,Princess,11307,1.31,Very Good,F,VVS1,Excellent,Excellent,69.9,71,1.01
20380,Princess,11307,1.31,Very Good,F,VVS1,Excellent,Excellent,71.5,72,1
20381,Oval,11307,2.01,Good,J,VS2,Excellent,Excellent,65.4,60,1.3
20382,Radiant,11306,1.71,Very Good,G,SI1,Very Good,Very Good,70.0,70,1.25
20383,Round,11306,1.5,Ideal,I,VVS1,Excellent,Excellent,61.5,58,1.01
20384,Round,11305,1.41,Ideal,I,VVS1,Excellent,Excellent,61.8,57,1
20385,Round,11305,1.5,Ideal,F,SI1,Excellent,Excellent,59.7,60,1
20386,Round,11304,1.3,Ideal,E,VS2,Excellent,Excellent,59.9,61,1.01
20387,Emerald,11304,1.65,Very Good,E,SI1,Excellent,Excellent,65.9,65,1.45
20388,Round,11304,1.3,Ideal,E,VS2,Excellent,Excellent,61.1,57,1.01
20389,Round,11304,1.44,Ideal,E,SI1,Excellent,Excellent,62.5,56,1.01
20390,Round,11304,1.83,Ideal,J,VS2,Excellent,Excellent,62.0,57,1.01
20391,Round,11303,1.14,Ideal,F,VVS1,Excellent,Excellent,62.8,57,1.01
20392,Round,11302,1.5,Very Good,G,VS1,Excellent,Excellent,64.6,57,1.01
20393,Round,11301,1.51,Ideal,H,VS2,Excellent,Excellent,62.7,57,1.01
20394,Marquise,11300,1.5,Good,F,VS2,Very Good,Good,68.3,52,2.02
20395,Round,11300,2.1,Ideal,J,SI2,Excellent,Excellent,59.8,59,1
20396,Round,11300,1.03,Astor Ideal,D,VS1,Excellent,Excellent,61.8,57,1
20397,Princess,11300,2.01,Very Good,G,SI2,Excellent,Excellent,74.0,74,1.03
20398,Round,11299,1.7,Ideal,I,VS1,Excellent,Excellent,63.3,55,1.01
20399,Round,11299,1.75,Ideal,H,SI2,Excellent,Excellent,62.3,57,1.01
20400,Round,11299,1.04,Ideal,E,IF,Excellent,Excellent,60.4,58,1
20401,Cushion,11299,2.02,Very Good,I,SI2,Excellent,Excellent,68.5,60,1.01
20402,Emerald,11297,1.5,Very Good,G,VVS2,Excellent,Excellent,67.6,62,1.34
20403,Round,11297,1.19,Ideal,D,VS1,Excellent,Excellent,62.3,56,1
20404,Round,11297,2.01,Ideal,J,SI2,Excellent,Excellent,61.6,59,1
20405,Round,11297,1.07,Ideal,D,VVS2,Excellent,Excellent,62.7,56,1
20406,Marquise,11296,1.01,Very Good,D,IF,Very Good,Good,58.3,60,2.33
20407,Round,11296,1.01,Ideal,E,VVS1,Excellent,Excellent,61.6,57,1
20408,Round,11295,1.1,Ideal,E,VVS2,Excellent,Excellent,60.6,58,1.01
20409,Round,11295,1.51,Very Good,E,SI1,Excellent,Excellent,64.0,55,1.01
20410,Princess,11294,1.55,Very Good,F,VS1,Excellent,Excellent,74.1,72,1.01
20411,Round,11294,1.21,Ideal,F,IF,Excellent,Excellent,59.9,60,1.01
20412,Round,11294,1.21,Ideal,F,IF,Excellent,Excellent,62.8,57,1
20413,Round,11294,1.13,Ideal,F,VVS1,Excellent,Excellent,63.0,57,1
20414,Round,11294,1.53,Very Good,G,VS1,Excellent,Excellent,63.8,59,1.01
20415,Round,11294,1.3,Ideal,G,IF,Excellent,Excellent,63.3,55,1.01
20416,Round,11294,1.53,Ideal,G,VS2,Excellent,Excellent,61.2,59,1.01
20417,Round,11293,1.3,Ideal,F,VS1,Excellent,Excellent,60.3,60,1.01
20418,Round,11293,1.5,Ideal,D,VS2,Excellent,Excellent,62.5,59,1
20419,Round,11292,1.34,Ideal,G,VVS2,Excellent,Excellent,62.7,60,1.01
20420,Round,11291,1.77,Ideal,I,SI1,Excellent,Excellent,62.5,58,1.01
20421,Round,11290,1.08,Ideal,F,VVS1,Excellent,Excellent,61.6,57,1
20422,Round,11290,1.59,Ideal,G,SI1,Excellent,Excellent,62.6,56,1.01
20423,Round,11290,1.5,Ideal,G,VS2,Excellent,Excellent,62.7,58,1.01
20424,Round,11290,1.7,Ideal,G,SI2,Excellent,Excellent,61.9,59,1.01
20425,Round,11290,1.7,Ideal,G,SI2,Excellent,Excellent,62.1,59,1.01
20426,Round,11289,2.02,Ideal,J,SI1,Excellent,Excellent,62.5,60,1
20427,Round,11288,1.5,Very Good,H,IF,Excellent,Very Good,63.9,57,1.01
20428,Round,11288,1.72,Ideal,F,SI2,Excellent,Excellent,59.7,60,1
20429,Round,11287,1.51,Very Good,H,IF,Excellent,Excellent,64.6,57,1.01
20430,Radiant,11287,1.5,Good,F,VS1,Excellent,Very Good,68.4,75,1.23
20431,Round,11287,1.7,Ideal,G,SI2,Excellent,Excellent,63.0,56,1.01
20432,Cushion,11286,1.5,Very Good,E,SI1,Excellent,Very Good,66.5,59,1.07
20433,Round,11286,1.18,Ideal,D,VS2,Excellent,Excellent,62.5,57,1.01
20434,Round,11286,2.02,Ideal,J,SI2,Excellent,Excellent,62.2,58,1
20435,Emerald,11286,1.2,Very Good,F,VVS2,Excellent,Very Good,64.8,65,1.34
20436,Round,11284,1.61,Ideal,I,VS1,Excellent,Excellent,61.1,58,1.01
20437,Round,11284,1.34,Ideal,G,VVS1,Excellent,Excellent,62.5,58,1
20438,Cushion,11284,2.02,Very Good,H,SI2,Excellent,Excellent,68.6,61,1.1
20439,Oval,11284,1.51,Very Good,F,SI1,Very Good,Very Good,62.2,56,1.36
20440,Round,11283,1.42,Ideal,G,VVS1,Excellent,Excellent,61.3,59,1
20441,Round,11283,2.01,Ideal,J,SI1,Excellent,Excellent,62.0,61,1
20442,Round,11283,1.41,Ideal,G,VS1,Excellent,Excellent,62.8,57,1.01
20443,Round,11282,1.5,Ideal,F,SI1,Excellent,Excellent,62.5,57,1
20444,Princess,11282,1.9,Very Good,H,SI1,Excellent,Very Good,73.4,68,1.01
20445,Princess,11282,2.08,Very Good,E,SI2,Excellent,Excellent,72.6,69,1.02
20446,Round,11280,1.67,Ideal,I,VS1,Excellent,Excellent,62.1,58,1
20447,Round,11279,1.53,Ideal,H,VS2,Excellent,Excellent,61.7,58,1.01
20448,Round,11279,0.91,Ideal,D,FL,Excellent,Excellent,59.5,59,1.01
20449,Pear,11279,1.11,Very Good,D,IF,Excellent,Very Good,62.2,59,1.51
20450,Round,11279,1.8,Ideal,I,SI2,Excellent,Excellent,62.5,57,1
20451,Round,11278,0.93,Ideal,D,IF,Excellent,Excellent,60.0,58,1
20452,Round,11278,1.3,Ideal,E,VVS2,Excellent,Excellent,62.8,56,1.01
20453,Round,11278,1.31,Ideal,F,VVS2,Excellent,Excellent,62.4,58,1
20454,Round,11277,1.51,Ideal,H,VS1,Excellent,Excellent,61.3,61,1.01
20455,Round,11276,1.3,Ideal,D,VS2,Excellent,Excellent,63.4,56,1.01
20456,Round,11276,0.95,Ideal,D,IF,Excellent,Excellent,61.3,58,1
20457,Round,11276,1.56,Astor Ideal,J,VS1,Excellent,Excellent,61.2,57,1
20458,Emerald,11275,1.0,Good,D,IF,Excellent,Excellent,64.1,73,1.25
20459,Round,11275,1.5,Ideal,F,VS2,Excellent,Very Good,62.8,56,1.01
20460,Round,11274,1.08,Ideal,D,VVS1,Excellent,Excellent,61.5,56,1.01
20461,Round,11273,1.52,Good,E,VS2,Very Good,Very Good,63.5,56,1
20462,Round,11272,1.5,Very Good,D,SI1,Excellent,Very Good,63.5,56,1.01
20463,Round,11272,1.8,Ideal,I,SI2,Excellent,Excellent,62.1,58,1
20464,Round,11272,1.5,Very Good,F,VS2,Excellent,Very Good,64.0,59,1.01
20465,Round,11272,1.0,Ideal,E,IF,Excellent,Excellent,62.5,57,1
20466,Round,11272,1.52,Ideal,G,VS2,Excellent,Excellent,59.4,59,1.01
20467,Round,11272,1.85,Very Good,H,SI2,Very Good,Very Good,63.7,57,1.01
20468,Round,11272,1.13,Ideal,F,IF,Excellent,Excellent,62.1,58,1
20469,Princess,11272,1.21,Very Good,E,VVS1,Excellent,Excellent,72.4,69,1.02
20470,Round,11271,1.85,Ideal,H,SI2,Excellent,Excellent,62.1,56,1
20471,Round,11271,1.7,Ideal,I,VS1,Excellent,Excellent,62.7,57,1.01
20472,Round,11271,1.36,Ideal,F,VS2,Excellent,Excellent,62.2,58,1.01
20473,Round,11271,1.8,Ideal,F,SI2,Excellent,Excellent,60.5,60,1
20474,Pear,11270,1.52,Very Good,E,VS1,Excellent,Very Good,62.3,58,1.49
20475,Round,11269,1.51,Good,G,SI1,Excellent,Very Good,63.6,58,1
20476,Round,11269,1.51,Ideal,G,SI1,Excellent,Excellent,62.1,58,1.01
20477,Round,11269,1.51,Ideal,G,SI1,Excellent,Excellent,62.2,57,1
20478,Round,11269,2.01,Ideal,J,SI2,Excellent,Very Good,61.8,59,1.01
20479,Round,11268,1.5,Ideal,G,VS2,Excellent,Excellent,62.7,58,1.01
20480,Cushion,11268,1.91,Very Good,I,VS1,Very Good,Good,69.0,62,1.02
20481,Round,11267,1.51,Ideal,G,SI1,Excellent,Excellent,62.1,57,1
20482,Round,11265,1.7,Ideal,F,SI2,Excellent,Excellent,62.3,56,1.01
20483,Round,11264,1.53,Ideal,F,SI1,Excellent,Excellent,62.6,58,1
20484,Round,11263,1.17,Ideal,D,VS2,Excellent,Very Good,61.3,57,1.01
20485,Round,11263,1.4,Ideal,G,VS1,Excellent,Excellent,62.8,56,1.01
20486,Round,11263,1.4,Ideal,G,VS1,Excellent,Excellent,61.4,59,1
20487,Round,11262,1.51,Ideal,H,VS2,Excellent,Excellent,61.4,60,1.01
20488,Round,11261,1.5,Ideal,F,SI1,Excellent,Very Good,61.8,61,1.01
20489,Round,11258,1.12,Ideal,D,VVS1,Excellent,Excellent,61.0,58,1.01
20490,Emerald,11257,1.53,Very Good,G,VS1,Excellent,Very Good,68.5,64,1.32
20491,Round,11257,1.5,Ideal,D,SI1,Excellent,Excellent,61.5,59,1
20492,Round,11255,1.35,Ideal,G,VS2,Excellent,Excellent,61.8,57,1.01
20493,Round,11254,1.7,Ideal,I,VS1,Excellent,Excellent,62.8,56,1.01
20494,Pear,11252,1.53,Very Good,F,SI1,Good,Good,60.6,56,1.57
20495,Round,11250,1.02,Astor Ideal,E,VS1,Excellent,Excellent,61.6,56,1
20496,Round,11250,1.51,Ideal,H,SI1,Excellent,Very Good,62.9,57,1.01
20497,Round,11249,1.42,Ideal,H,VVS2,Excellent,Excellent,59.2,61,1.01
20498,Round,11248,1.02,Ideal,D,VS1,Excellent,Excellent,61.6,59,1
20499,Princess,11248,2.01,Very Good,I,SI2,Excellent,Very Good,74.5,72,1
20500,Round,11248,1.53,Ideal,H,VS2,Excellent,Excellent,62.7,57,1.01
20501,Heart,11248,1.81,Very Good,H,VS2,Excellent,Excellent,56.9,56,0.89
20502,Round,11247,1.5,Ideal,E,SI1,Excellent,Excellent,63.0,56,1
20503,Round,11247,1.52,Ideal,E,SI1,Excellent,Excellent,62.4,54,1.01
20504,Cushion,11247,1.7,Very Good,D,SI1,Very Good,Good,68.3,59,1.14
20505,Round,11247,1.05,Ideal,E,VVS1,Excellent,Excellent,62.0,56,1
20506,Round,11247,1.5,Ideal,G,SI1,Excellent,Excellent,59.3,61,1
20507,Round,11246,1.05,Ideal,E,VVS2,Excellent,Excellent,60.1,59,1.01
20508,Emerald,11246,1.72,Very Good,D,VS1,Excellent,Excellent,67.0,62,1.33
20509,Round,11246,2.01,Very Good,I,SI2,Excellent,Very Good,60.9,56,1
20510,Asscher,11245,1.25,Very Good,D,VVS1,Excellent,Excellent,66.7,62,1.01
20511,Round,11245,1.57,Ideal,G,SI1,Excellent,Excellent,62.7,57,1.01
20512,Round,11245,1.1,Ideal,D,VVS2,Excellent,Excellent,62.5,57,1
20513,Round,11244,1.25,Ideal,D,VS1,Excellent,Excellent,62.6,57,1
20514,Round,11243,1.5,Ideal,G,VS2,Excellent,Excellent,60.9,59,1.01
20515,Round,11242,1.25,Ideal,D,VS2,Excellent,Excellent,59.0,61,1
20516,Round,11242,1.81,Ideal,J,VS1,Excellent,Excellent,62.8,57,1.01
20517,Round,11242,1.81,Ideal,J,VS1,Excellent,Excellent,62.4,59,1.01
20518,Marquise,11241,1.06,Very Good,D,IF,Good,Good,64.3,58,1.85
20519,Cushion,11241,2.2,Very Good,J,SI1,Excellent,Excellent,66.8,62,1.01
20520,Round,11241,1.7,Ideal,D,SI2,Excellent,Very Good,62.9,58,1.01
20521,Round,11241,1.01,Very Good,D,IF,Excellent,Very Good,60.7,63,1.01
20522,Round,11241,1.72,Ideal,I,VS2,Excellent,Excellent,62.6,58,1.01
20523,Radiant,11240,1.8,Very Good,H,VS2,Very Good,Good,73.2,72,1.09
20524,Round,11239,1.01,Ideal,E,VVS1,Excellent,Excellent,61.7,58,1
20525,Round,11239,1.27,Astor Ideal,E,SI1,Excellent,Excellent,60.8,56,1
20526,Round,11239,1.3,Ideal,G,IF,Excellent,Excellent,62.8,58,1.01
20527,Oval,11239,1.5,Very Good,E,VS2,Excellent,Good,60.2,55,1.32
20528,Round,11239,1.5,Ideal,H,VS1,Excellent,Very Good,62.6,57,1.01
20529,Marquise,11238,1.13,Very Good,D,FL,Excellent,Very Good,60.8,59,1.85
20530,Pear,11238,1.15,Very Good,D,IF,Excellent,Very Good,59.5,59,1.56
20531,Cushion,11238,1.9,Very Good,I,VS1,Excellent,Excellent,68.6,62,1.08
20532,Round,11238,1.05,Ideal,E,IF,Excellent,Excellent,62.6,56,1
20533,Round,11238,1.08,Astor Ideal,F,VS1,Excellent,Excellent,61.4,57,1
20534,Round,11237,1.51,Ideal,H,VS2,Excellent,Excellent,62.5,58,1.01
20535,Round,11236,1.21,Ideal,E,VS1,Excellent,Excellent,61.9,55,1
20536,Round,11236,1.31,Ideal,D,VS1,Excellent,Excellent,62.5,59,1.01
20537,Round,11236,1.25,Ideal,F,VVS2,Excellent,Excellent,61.4,58,1
20538,Round,11235,1.11,Ideal,E,VVS2,Excellent,Excellent,60.7,60,1
20539,Round,11234,1.5,Ideal,F,SI1,Excellent,Excellent,60.0,61,1.01
20540,Emerald,11232,2.02,Very Good,J,VS1,Excellent,Very Good,67.3,62,1.38
20541,Round,11232,1.76,Ideal,H,SI2,Excellent,Excellent,62.8,57,1.01
20542,Oval,11230,2.01,Very Good,J,SI1,Excellent,Excellent,63.6,60,1.35
20543,Cushion,11229,2.03,Very Good,I,SI1,Excellent,Excellent,67.5,60,1.15
20544,Round,11229,1.71,Ideal,H,SI1,Excellent,Excellent,61.7,58,1.01
20545,Round,11228,1.91,Ideal,J,SI1,Excellent,Excellent,62.4,56,1
20546,Round,11227,1.73,Very Good,G,SI2,Very Good,Very Good,61.0,62,1.01
20547,Pear,11226,1.5,Very Good,D,SI1,Excellent,Very Good,66.2,55,1.71
20548,Round,11225,1.52,Ideal,G,VS2,Excellent,Excellent,60.2,58,1
20549,Round,11224,1.31,Ideal,E,SI1,Excellent,Excellent,62.5,58,1
20550,Round,11224,1.41,Ideal,G,VS2,Excellent,Excellent,62.2,59,1
20551,Emerald,11224,1.5,Very Good,D,VS2,Excellent,Very Good,66.9,70,1.4
20552,Round,11223,1.5,Ideal,E,SI1,Excellent,Excellent,62.7,56,1
20553,Round,11223,1.07,Ideal,E,VVS1,Excellent,Excellent,60.2,58,1
20554,Round,11223,1.73,Ideal,D,SI2,Very Good,Excellent,62.7,58,1.01
20555,Round,11223,1.31,Ideal,F,VS1,Excellent,Excellent,62.8,58,1
20556,Radiant,11223,1.7,Very Good,E,SI1,Excellent,Good,68.8,67,1.01
20557,Round,11222,1.22,Ideal,G,VVS2,Excellent,Excellent,62.4,58,1
20558,Round,11222,1.5,Ideal,E,SI1,Excellent,Very Good,62.9,58,1.01
20559,Round,11221,1.04,Ideal,E,VVS1,Excellent,Excellent,62.7,56,1
20560,Round,11221,1.4,Ideal,F,VS1,Excellent,Excellent,62.1,58,1.01
20561,Cushion,11221,1.51,Very Good,D,VVS1,Excellent,Excellent,68.5,60,1.15
20562,Round,11220,1.36,Ideal,D,VS1,Excellent,Excellent,62.6,56,1.01
20563,Cushion,11219,1.75,Very Good,H,VS2,Excellent,Excellent,67.5,61,1.06
20564,Round,11219,1.72,Ideal,G,SI2,Excellent,Excellent,61.9,58,1
20565,Round,11218,1.31,Ideal,F,VS1,Excellent,Excellent,62.1,57,1
20566,Round,11218,1.5,Ideal,H,VS2,Excellent,Excellent,62.7,56,1.01
20567,Round,11217,1.7,Ideal,I,VS1,Excellent,Excellent,61.0,59,1.01
20568,Oval,11217,1.7,Very Good,H,SI1,Excellent,Very Good,63.3,62,1.32
20569,Emerald,11217,1.7,Very Good,G,VS2,Excellent,Very Good,69.2,66,1.31
20570,Round,11216,0.96,Ideal,D,IF,Excellent,Excellent,59.9,60,1
20571,Round,11216,1.7,Ideal,I,VS2,Excellent,Excellent,62.8,57,1.01
20572,Round,11216,1.7,Ideal,I,VS2,Excellent,Excellent,63.0,54,1
20573,Round,11216,1.26,Ideal,G,IF,Excellent,Excellent,62.1,58,1.01
20574,Round,11214,0.95,Ideal,D,IF,Excellent,Excellent,59.5,61,1
20575,Round,11213,1.79,Ideal,G,SI2,Excellent,Excellent,62.6,59,1
20576,Emerald,11211,2.0,Good,J,VS2,Good,Good,65.7,75,1.33
20577,Round,11211,1.85,Ideal,I,SI2,Excellent,Excellent,62.6,58,1.01
20578,Round,11211,1.5,Ideal,H,VS1,Excellent,Excellent,62.5,58,1.01
20579,Oval,11210,1.5,Very Good,F,SI1,Excellent,Excellent,63.1,58,1.33
20580,Round,11210,1.7,Ideal,I,SI1,Excellent,Excellent,62.6,56,1.01
20581,Oval,11210,1.5,Very Good,F,SI1,Very Good,Very Good,62.3,62,1.37
20582,Round,11210,1.51,Ideal,H,SI1,Excellent,Excellent,59.5,61,1
20583,Radiant,11210,2.03,Very Good,J,VS1,Excellent,Excellent,68.5,67,1.29
20584,Round,11209,1.51,Very Good,E,SI1,Excellent,Excellent,63.8,58,1
20585,Round,11208,1.05,Ideal,D,VVS2,Excellent,Excellent,62.9,57,1.01
20586,Round,11208,1.6,Ideal,I,VVS2,Excellent,Excellent,62.5,56,1
20587,Pear,11207,2.01,Very Good,I,SI2,Excellent,Very Good,64.0,59,1.48
20588,Oval,11207,1.51,Very Good,E,SI1,Very Good,Very Good,60.6,58,1.36
20589,Round,11206,1.2,Ideal,F,IF,Excellent,Excellent,60.0,58,1
20590,Oval,11205,1.7,Good,H,VS2,Excellent,Excellent,67.8,55,1.29
20591,Round,11204,1.53,Good,H,VS1,Excellent,Very Good,66.9,55,1.01
20592,Round,11203,1.04,Ideal,F,IF,Excellent,Excellent,59.3,61,1
20593,Cushion,11203,1.63,Very Good,G,SI1,Excellent,Excellent,67.8,62,1.01
20594,Round,11203,1.71,Ideal,G,SI2,Excellent,Excellent,61.2,58,1.01
20595,Pear,11202,1.51,Very Good,D,VS2,Good,Good,61.7,62,1.38
20596,Round,11201,1.13,Ideal,F,IF,Excellent,Excellent,59.2,59,1.01
20597,Round,11199,1.5,Very Good,G,SI1,Excellent,Very Good,64.1,54,1
20598,Round,11199,1.5,Ideal,G,SI1,Excellent,Excellent,62.3,56,1
20599,Pear,11199,1.26,Very Good,E,VVS1,Excellent,Excellent,60.4,60,1.51
20600,Round,11199,1.34,Ideal,E,VS2,Excellent,Excellent,62.7,57,1.01
20601,Round,11199,1.5,Ideal,E,SI1,Excellent,Very Good,58.5,62,1
20602,Round,11198,1.75,Ideal,H,SI2,Excellent,Excellent,62.6,56,1.01
20603,Round,11198,2.02,Ideal,I,SI2,Excellent,Excellent,62.0,57,1
20604,Round,11197,1.7,Ideal,F,SI2,Excellent,Excellent,62.0,60,1
20605,Round,11196,1.32,Ideal,G,VVS1,Excellent,Excellent,62.7,58,1.01
20606,Round,11196,1.32,Ideal,G,VVS1,Excellent,Excellent,62.7,58,1
20607,Round,11196,1.13,Ideal,F,IF,Excellent,Excellent,62.5,59,1.01
20608,Round,11196,1.51,Ideal,H,SI1,Excellent,Excellent,60.5,60,1
20609,Princess,11195,1.7,Very Good,F,SI1,Excellent,Very Good,71.3,73,1.02
20610,Round,11195,1.5,Ideal,H,VS2,Excellent,Excellent,62.3,60,1.01
20611,Round,11195,1.53,Ideal,G,SI1,Excellent,Excellent,62.1,60,1
20612,Oval,11195,1.6,Very Good,D,VS2,Excellent,Very Good,63.2,61,1.38
20613,Round,11195,1.7,Ideal,I,VVS2,Excellent,Excellent,63.0,55,1.01
20614,Round,11195,1.5,Ideal,H,VS2,Excellent,Excellent,59.8,60,1.01
20615,Round,11193,1.07,Ideal,F,VVS1,Excellent,Excellent,61.7,57,1
20616,Round,11191,1.51,Ideal,F,VS2,Excellent,Excellent,59.7,61,1
20617,Round,11191,1.5,Ideal,H,VS2,Excellent,Excellent,60.8,61,1.01
20618,Round,11191,1.5,Ideal,H,VS2,Excellent,Excellent,61.0,61,1.01
20619,Radiant,11189,1.75,Very Good,H,VS2,Excellent,Excellent,70.1,66,1.25
20620,Marquise,11189,2.03,Very Good,J,VS1,Excellent,Excellent,63.7,54,1.86
20621,Pear,11189,1.09,Very Good,D,IF,Excellent,Excellent,62.7,57,1.61
20622,Cushion,11189,1.51,Very Good,F,VVS2,Excellent,Excellent,68.5,61,1
20623,Round,11189,1.19,Ideal,D,VS2,Very Good,Excellent,62.2,55,1
20624,Emerald,11189,1.71,Very Good,G,SI1,Excellent,Very Good,67.8,63,1.32
20625,Round,11189,1.51,Very Good,H,VS1,Excellent,Very Good,64.7,57,1.01
20626,Round,11189,1.51,Ideal,G,SI1,Excellent,Excellent,62.3,58,1
20627,Oval,11189,1.51,Very Good,G,VS2,Excellent,Excellent,64.5,59,1.33
20628,Cushion,11189,1.51,Good,F,VS1,Excellent,Very Good,69.6,60,1.14
20629,Cushion,11188,1.5,Very Good,F,VS2,Very Good,Very Good,69.0,64,1.05
20630,Cushion,11188,1.53,Very Good,F,VVS2,Excellent,Excellent,66.6,64,1.06
20631,Oval,11188,1.5,Very Good,G,VS1,Very Good,Very Good,61.0,64,1.34
20632,Oval,11188,1.5,Very Good,G,VS1,Very Good,Very Good,61.9,62,1.34
20633,Princess,11187,2.51,Very Good,J,SI2,Excellent,Very Good,73.1,74,1.01
20634,Round,11187,1.65,Ideal,I,VS1,Excellent,Excellent,62.7,58,1.01
20635,Round,11187,1.3,Ideal,G,VVS1,Excellent,Excellent,62.0,58,1
20636,Round,11187,1.13,Ideal,F,VVS1,Excellent,Excellent,62.7,57,1
20637,Round,11187,1.13,Ideal,F,VVS1,Excellent,Excellent,62.8,56,1.01
20638,Round,11186,1.51,Very Good,H,VVS1,Very Good,Very Good,63.3,60,1.01
20639,Oval,11184,1.5,Very Good,E,VS2,Excellent,Excellent,62.3,60,1.4
20640,Round,11183,1.18,Ideal,D,VVS1,Excellent,Excellent,61.9,58,1.01
20641,Round,11182,1.31,Ideal,G,IF,Excellent,Excellent,60.4,60,1.01
20642,Round,11181,1.3,Ideal,F,VS1,Excellent,Excellent,62.7,58,1.01
20643,Oval,11180,1.6,Very Good,G,SI1,Excellent,Very Good,61.4,62,1.4
20644,Round,11180,1.75,Ideal,H,SI2,Excellent,Excellent,62.0,58,1.01
20645,Round,11180,1.4,Ideal,G,VS2,Excellent,Excellent,61.4,60,1
20646,Oval,11180,1.5,Very Good,D,VS1,Excellent,Excellent,62.8,59,1.39
20647,Emerald,11180,1.71,Very Good,H,VVS2,Excellent,Excellent,66.0,63,1.45
20648,Princess,11179,1.8,Very Good,G,SI1,Excellent,Good,72.3,65,1.04
20649,Round,11179,1.52,Ideal,H,VS2,Excellent,Excellent,61.0,60,1.01
20650,Round,11179,1.52,Ideal,H,VS2,Excellent,Excellent,62.6,57,1
20651,Round,11178,1.03,Good,D,IF,Excellent,Very Good,63.5,58,1.01
20652,Round,11178,1.75,Ideal,H,SI2,Excellent,Excellent,62.9,58,1.01
20653,Round,11178,1.52,Ideal,G,VS2,Excellent,Excellent,61.9,58,1
20654,Round,11177,1.02,Ideal,D,VS1,Excellent,Very Good,60.1,62,1
20655,Round,11176,1.52,Ideal,G,SI1,Excellent,Excellent,61.1,58,1
20656,Round,11176,1.51,Very Good,D,SI1,Excellent,Excellent,63.5,57,1.01
20657,Round,11176,1.5,Ideal,H,SI1,Excellent,Excellent,62.5,56,1
20658,Round,11176,1.5,Ideal,H,SI1,Excellent,Excellent,61.4,59,1
20659,Round,11176,1.31,Astor Ideal,H,VS2,Excellent,Excellent,61.3,57,1
20660,Round,11176,1.84,Ideal,I,SI2,Excellent,Excellent,62.3,57,1.01
20661,Emerald,11175,1.63,Very Good,H,VS1,Excellent,Excellent,67.3,63,1.33
20662,Round,11175,1.5,Ideal,F,SI1,Excellent,Very Good,63.1,56,1.01
20663,Pear,11174,1.81,Very Good,G,SI2,Very Good,Good,65.8,56,1.5
20664,Pear,11174,1.62,Good,D,SI1,Good,Good,54.4,61,1.43
20665,Round,11174,1.91,Very Good,J,SI1,Excellent,Excellent,63.4,57,1.01
20666,Round,11174,0.97,Ideal,D,IF,Excellent,Excellent,61.3,56,1.01
20667,Round,11173,2.01,Ideal,J,SI2,Excellent,Excellent,60.5,59,1
20668,Round,11172,1.21,Ideal,F,VVS1,Excellent,Excellent,62.2,59,1.01
20669,Princess,11170,1.91,Good,I,VS1,Excellent,Excellent,75.6,72,1.05
20670,Round,11170,1.19,Ideal,G,VVS1,Excellent,Excellent,62.2,57,1.01
20671,Oval,11170,1.95,Very Good,I,SI2,Excellent,Very Good,61.2,59,1.36
20672,Round,11170,1.23,Ideal,E,VVS2,Excellent,Excellent,61.6,59,1.01
20673,Oval,11170,1.51,Good,D,SI1,Excellent,Excellent,66.3,59,1.44
20674,Round,11169,1.51,Ideal,I,SI1,Excellent,Excellent,62.1,56,1
20675,Oval,11169,1.7,Very Good,E,SI2,Excellent,Very Good,63.1,59,1.38
20676,Round,11169,1.2,Ideal,E,VVS2,Excellent,Excellent,61.3,60,1.01
20677,Oval,11169,2.01,Very Good,I,SI2,Excellent,Very Good,61.7,61,1.34
20678,Round,11168,1.8,Ideal,J,VS1,Excellent,Excellent,61.2,59,1.01
20679,Round,11167,1.55,Ideal,D,SI1,Very Good,Excellent,61.1,58,1.01
20680,Round,11167,1.33,Ideal,E,VS2,Excellent,Excellent,62.4,56,1
20681,Round,11167,1.5,Ideal,H,VS2,Excellent,Excellent,62.9,57,1.01
20682,Cushion,11166,1.71,Good,E,VS2,Very Good,Good,69.8,67,1.04
20683,Round,11165,1.71,Ideal,G,SI1,Excellent,Excellent,60.8,55,1.01
20684,Round,11164,1.8,Ideal,I,SI2,Excellent,Excellent,62.9,57,1.01
20685,Round,11164,2.02,Very Good,J,SI2,Excellent,Very Good,63.8,56,1.01
20686,Pear,11164,2.01,Very Good,D,SI2,Excellent,Very Good,66.7,62,1.54
